Question Difficulty,Topic Difficulty,Score,Skill Level,Skill_Level_encoded,Time Taken (QNS/Seconds)
6.1,7.6,92.6,Advanced,2,5.2613
3.1,6.5,76.4,Intermediate,1,15.7252
2.3,4.9,100.0,Advanced,2,5.9979
6.7,5.2,46.449999999999996,Beginner,0,24.1156
6.9,2.6,100.0,Advanced,2,9.3284
1.3,9.5,98.4,Advanced,2,6.5109
9.7,5.8,89.0,Advanced,2,8.7088
6.5,4.4,98.2,Advanced,2,3.2029
3.1,3.9,68.5,Beginner,0,17.5228
5.9,5.3,49.6,Beginner,0,25.608
7.3,8.1,56.10000000000001,Intermediate,1,9.2664
4.2,3.0,67.6,Beginner,0,19.4991
6.0,2.5,100.0,Advanced,2,13.7852
7.0,6.9,37.449999999999996,Beginner,0,5.8263
6.1,7.6,92.6,Advanced,2,14.1794
1.8,2.0,82.9,Beginner,0,8.8752
2.1,4.5,100.0,Advanced,2,10.7077
8.5,4.7,93.6,Advanced,2,14.0279
1.1,4.1,76.6,Beginner,0,13.1332
2.8,1.2,100.0,Advanced,2,9.7157
9.0,3.5,95.0,Advanced,2,6.3422
7.0,8.2,89.6,Advanced,2,6.3915
1.4,1.8,100.0,Advanced,2,13.4761
2.9,1.4,100.0,Advanced,2,15.6873
7.7,7.3,32.5,Beginner,0,11.028
8.9,8.7,20.799999999999997,Beginner,0,9.8957
1.4,8.7,54.550000000000004,Beginner,0,8.3999
2.8,7.4,54.1,Beginner,0,24.4384
5.3,8.9,36.1,Beginner,0,21.0742
1.8,1.8,100.0,Advanced,2,8.7273
1.3,1.9,85.6,Beginner,0,21.8794
9.7,3.8,93.0,Advanced,2,4.0056
6.2,8.1,35.64999999999999,Beginner,0,16.6419
5.1,3.5,61.300000000000004,Beginner,0,6.4705
7.6,9.0,86.8,Advanced,2,5.0872
2.9,1.3,81.1,Beginner,0,14.1529
10.0,2.5,95.0,Advanced,2,4.6457
5.9,4.2,99.8,Advanced,2,7.745
3.0,7.6,98.8,Advanced,2,12.0112
2.7,5.6,100.0,Advanced,2,12.4868
5.1,5.7,51.4,Beginner,0,14.7775
6.1,4.5,52.300000000000004,Beginner,0,10.4048
1.4,3.4,100.0,Advanced,2,7.0261
9.7,5.8,89.0,Advanced,2,6.37
9.6,5.2,90.4,Advanced,2,13.0817
2.5,7.1,100.0,Advanced,2,12.0816
3.5,7.0,99.0,Advanced,2,3.0494
8.1,1.4,100.0,Advanced,2,3.4652
9.6,8.3,47.35000000000001,Intermediate,1,18.3096
8.3,3.5,46.9,Beginner,0,17.7962
2.2,2.5,100.0,Advanced,2,4.8596
8.6,9.4,19.0,Beginner,0,13.2963
7.7,7.5,56.800000000000004,Intermediate,1,20.712
9.6,2.7,95.4,Advanced,2,14.0973
2.8,4.4,100.0,Advanced,2,15.5639
3.5,2.9,100.0,Advanced,2,13.7158
5.1,8.6,38.35,Beginner,0,20.7034
1.9,8.5,99.2,Advanced,2,8.3277
2.3,9.0,49.15,Beginner,0,17.7738
3.5,4.5,100.0,Advanced,2,4.9796
5.2,2.3,100.0,Advanced,2,12.7559
9.0,8.2,22.60000000000001,Beginner,0,19.8842
1.2,7.2,62.199999999999996,Beginner,0,22.8432
4.7,6.5,49.6,Beginner,0,6.105
6.1,8.6,90.6,Advanced,2,4.5416
8.7,6.5,31.60000000000001,Beginner,0,6.5504
6.0,1.8,100.0,Advanced,2,4.1651
5.0,2.4,100.0,Advanced,2,4.2443
9.5,7.4,86.2,Advanced,2,7.3835
2.2,6.3,61.75,Beginner,0,6.1029
6.9,6.1,94.0,Advanced,2,7.528
8.8,1.4,99.6,Advanced,2,3.9143
3.8,6.0,75.69999999999999,Intermediate,1,9.7777
5.8,4.3,99.8,Advanced,2,13.6002
8.8,4.2,41.5,Beginner,0,8.4988
8.8,5.0,92.4,Advanced,2,7.3999
4.1,5.2,100.0,Advanced,2,13.151
4.2,4.7,100.0,Advanced,2,10.0642
9.3,6.4,29.349999999999994,Beginner,0,22.7932
4.7,3.4,100.0,Advanced,2,11.2837
3.6,5.2,60.4,Beginner,0,12.1019
8.9,5.3,36.1,Beginner,0,14.6272
2.7,5.1,100.0,Advanced,2,6.6782
5.5,9.9,89.2,Advanced,2,3.3988
6.8,6.3,41.050000000000004,Beginner,0,6.7645
8.4,5.9,91.4,Advanced,2,13.7059
1.4,8.7,54.550000000000004,Beginner,0,25.1284
5.4,2.9,100.0,Advanced,2,14.7416
4.3,3.2,100.0,Advanced,2,6.4065
3.6,3.4,100.0,Advanced,2,12.2617
3.8,9.0,94.4,Advanced,2,14.1447
5.5,7.1,94.8,Advanced,2,10.7542
9.8,8.4,18.099999999999994,Beginner,0,26.4055
4.2,2.4,70.3,Beginner,0,26.629
3.7,3.7,66.69999999999999,Beginner,0,8.283
4.8,5.9,98.6,Advanced,2,15.573
8.1,8.2,87.4,Advanced,2,3.7138
4.1,9.9,37.0,Beginner,0,12.4532
2.7,9.5,45.1,Beginner,0,8.2259
1.8,2.6,80.2,Beginner,0,21.0225
7.1,5.3,44.2,Beginner,0,8.4627
3.0,2.1,77.05,Beginner,0,6.6688
1.5,4.1,74.8,Beginner,0,19.7298
7.3,4.3,96.8,Advanced,2,11.4475
9.3,7.0,26.64999999999999,Beginner,0,17.3597
9.9,1.3,97.6,Advanced,2,3.5502
2.0,8.2,74.30000000000001,Intermediate,1,18.1354
7.1,4.4,97.0,Advanced,2,9.0684
1.6,5.0,70.3,Beginner,0,25.7031
7.2,3.0,54.1,Beginner,0,19.6668
5.2,2.1,100.0,Advanced,2,4.6322
4.4,1.3,100.0,Advanced,2,4.2428
1.3,9.9,49.599999999999994,Beginner,0,13.6042
9.1,6.6,88.6,Advanced,2,8.8242
7.3,6.4,38.35,Beginner,0,12.8588
5.2,4.7,55.449999999999996,Beginner,0,12.675
2.0,3.2,100.0,Advanced,2,9.9141
1.5,2.5,100.0,Advanced,2,4.4133
5.6,1.7,100.0,Advanced,2,2.5257
7.0,7.4,35.2,Beginner,0,27.1173
1.8,8.1,100.0,Advanced,2,5.0454
5.2,9.8,90.0,Advanced,2,11.1494
6.7,2.5,58.6,Beginner,0,22.9872
5.6,3.3,100.0,Advanced,2,14.4663
6.1,6.9,41.5,Beginner,0,23.4571
7.8,1.1,100.0,Advanced,2,13.281
8.6,9.8,17.200000000000003,Beginner,0,25.6381
8.0,8.5,25.75,Beginner,0,14.2325
5.3,5.9,70.80000000000001,Intermediate,1,19.3367
3.2,4.0,100.0,Advanced,2,7.6908
9.9,4.5,91.2,Advanced,2,11.6305
4.0,8.0,68.0,Intermediate,1,11.1271
7.7,8.6,87.4,Advanced,2,6.2946
8.0,7.6,88.8,Advanced,2,7.4185
5.1,9.9,32.5,Beginner,0,26.2205
8.3,4.5,42.4,Beginner,0,15.5237
4.5,6.4,98.2,Advanced,2,9.34
5.7,5.3,98.0,Advanced,2,6.2773
3.5,4.7,63.1,Beginner,0,18.4787
5.4,6.6,46.0,Beginner,0,17.002
1.5,9.6,97.8,Advanced,2,9.2745
7.2,8.8,88.0,Advanced,2,12.4366
4.9,7.4,95.4,Advanced,2,11.125
6.5,9.8,26.64999999999999,Beginner,0,17.6243
1.7,4.0,74.35,Beginner,0,27.5433
1.9,1.4,85.15,Beginner,0,8.8334
7.2,9.0,87.6,Advanced,2,7.3779
1.4,7.6,59.5,Beginner,0,12.3508
4.4,4.5,100.0,Advanced,2,8.044
7.1,9.2,26.650000000000006,Beginner,0,20.7632
6.7,6.3,94.0,Advanced,2,4.3544
7.5,4.8,95.4,Advanced,2,7.8419
7.7,2.1,100.0,Advanced,2,13.8811
2.0,1.7,100.0,Advanced,2,5.3461
6.4,6.4,94.4,Advanced,2,12.7686
5.2,5.4,52.3,Beginner,0,6.2384
3.4,8.2,96.8,Advanced,2,7.3884
8.1,6.6,33.85000000000001,Beginner,0,18.7296
6.3,6.0,95.4,Advanced,2,5.5474
7.8,10.0,19.89999999999999,Beginner,0,26.1852
9.1,7.3,26.200000000000003,Beginner,0,14.1364
7.1,8.5,88.8,Advanced,2,7.8752
4.5,5.1,100.0,Advanced,2,8.4452
5.9,8.6,91.0,Advanced,2,5.3974
9.0,3.3,44.65,Beginner,0,24.6079
1.8,2.3,95.65,Intermediate,1,19.5648
9.6,2.5,45.550000000000004,Beginner,0,24.1497
2.7,9.8,95.0,Advanced,2,13.7959
8.4,5.3,38.35,Beginner,0,19.5009
2.9,4.2,68.05,Beginner,0,6.9716
8.0,6.0,92.0,Advanced,2,3.9273
2.9,1.0,82.45,Beginner,0,6.6723
8.1,5.4,39.25,Beginner,0,25.5158
8.3,4.8,41.05,Beginner,0,20.2811
4.3,9.7,37.0,Beginner,0,14.7277
2.2,6.8,100.0,Advanced,2,6.4519
5.6,8.8,91.2,Advanced,2,14.6691
1.8,1.8,100.0,Advanced,2,11.1201
9.7,9.8,12.25,Beginner,0,7.4275
9.6,1.4,98.0,Advanced,2,4.1472
8.6,5.6,91.6,Advanced,2,10.1536
4.5,7.9,95.2,Advanced,2,5.0744
9.5,4.6,91.8,Advanced,2,12.4646
7.7,4.8,95.0,Advanced,2,9.7736
1.1,9.1,99.6,Advanced,2,10.6794
7.9,7.9,28.89999999999999,Beginner,0,12.532
7.7,8.8,87.0,Advanced,2,12.0369
1.1,7.9,59.5,Beginner,0,19.5588
8.6,4.9,93.0,Advanced,2,4.5748
9.5,1.5,50.5,Beginner,0,26.6309
9.3,5.2,91.0,Advanced,2,15.3314
1.2,1.5,87.85,Beginner,0,23.5317
1.1,5.5,86.9,Intermediate,1,17.7909
9.6,4.5,36.550000000000004,Beginner,0,6.3989
7.4,3.7,97.8,Advanced,2,7.5676
2.6,9.4,46.0,Beginner,0,14.9345
5.2,5.7,98.2,Advanced,2,4.3053
4.0,2.0,100.0,Advanced,2,8.675
7.0,1.6,100.0,Advanced,2,9.8898
9.0,4.1,41.050000000000004,Beginner,0,9.8363
1.8,3.3,100.0,Advanced,2,13.867
6.4,3.6,55.0,Beginner,0,20.9963
8.7,8.0,86.6,Advanced,2,5.236
8.2,3.6,46.900000000000006,Beginner,0,17.5183
1.2,8.1,100.0,Advanced,2,9.6858
4.0,9.5,39.25,Beginner,0,20.192
7.6,5.2,94.4,Advanced,2,12.7893
1.4,9.7,97.8,Advanced,2,14.8064
8.4,6.9,89.4,Advanced,2,12.9426
1.2,3.8,77.5,Beginner,0,15.6927
4.4,3.0,100.0,Advanced,2,6.623
3.6,5.7,77.44999999999999,Intermediate,1,5.7592
1.8,6.2,64.0,Beginner,0,23.998
5.0,3.0,64.0,Beginner,0,15.1112
2.1,6.1,63.1,Beginner,0,20.8233
1.3,7.8,59.050000000000004,Beginner,0,12.6408
3.3,4.6,64.45,Beginner,0,12.3388
8.9,9.0,84.2,Advanced,2,9.0523
8.0,5.1,41.050000000000004,Beginner,0,7.0593
2.7,5.4,100.0,Advanced,2,12.2922
7.3,3.4,98.6,Advanced,2,7.0609
7.9,4.2,45.55,Beginner,0,11.7759
8.4,7.7,27.549999999999997,Beginner,0,20.4574
3.3,4.4,65.35,Beginner,0,6.0091
7.2,3.4,98.8,Advanced,2,14.4886
9.4,7.1,52.25,Intermediate,1,10.3744
5.6,9.4,32.5,Beginner,0,25.2594
9.3,5.8,32.05,Beginner,0,19.9514
4.2,2.0,72.1,Beginner,0,15.2302
7.9,1.0,59.949999999999996,Beginner,0,10.2108
7.8,6.9,33.85000000000001,Beginner,0,24.0545
2.2,1.2,84.7,Beginner,0,11.1999
9.8,8.2,84.0,Advanced,2,14.1525
7.4,8.5,88.2,Advanced,2,8.7058
6.5,4.5,50.5,Beginner,0,10.4625
6.1,9.4,30.25,Beginner,0,18.982
2.8,9.7,95.0,Advanced,2,10.5549
5.5,5.0,99.0,Advanced,2,13.6672
3.2,7.4,98.8,Advanced,2,10.6385
9.1,5.5,90.8,Advanced,2,11.9999
3.6,8.4,96.0,Advanced,2,4.9264
8.1,3.3,48.7,Beginner,0,19.6122
3.6,1.5,92.15,Intermediate,1,17.4283
4.8,4.2,100.0,Advanced,2,13.4494
2.0,4.7,69.85,Beginner,0,20.6602
5.1,1.2,100.0,Advanced,2,12.4451
8.7,4.6,93.4,Advanced,2,12.4855
8.1,8.2,87.4,Advanced,2,3.8181
8.3,5.9,36.099999999999994,Beginner,0,7.134
3.5,6.0,100.0,Advanced,2,12.7259
8.0,6.1,36.550000000000004,Beginner,0,14.0338
8.4,1.8,54.099999999999994,Beginner,0,18.2606
8.5,1.2,56.35,Beginner,0,11.4513
8.4,5.8,36.1,Beginner,0,6.9393
3.4,3.9,67.15,Beginner,0,7.9066
3.2,2.0,76.6,Beginner,0,23.1126
9.6,2.5,45.550000000000004,Beginner,0,15.5075
8.5,7.7,27.10000000000001,Beginner,0,9.0192
7.3,2.9,99.6,Advanced,2,13.2221
2.0,6.7,60.85,Beginner,0,24.0235
4.6,7.5,45.550000000000004,Beginner,0,19.6744
8.6,8.6,85.6,Advanced,2,5.7401
4.7,5.9,52.3,Beginner,0,11.8882
5.1,9.7,33.400000000000006,Beginner,0,14.0776
6.3,6.4,94.6,Advanced,2,14.6301
1.8,2.7,79.75,Beginner,0,7.9725
9.5,7.8,22.14999999999999,Beginner,0,18.4791
5.3,8.6,92.2,Advanced,2,7.9707
6.4,5.9,44.65,Beginner,0,8.7791
1.7,1.7,98.1,Intermediate,1,9.1111
3.1,10.0,41.050000000000004,Beginner,0,8.7834
2.5,9.5,46.0,Beginner,0,21.5583
9.5,7.2,86.6,Advanced,2,7.0425
1.6,9.3,98.2,Advanced,2,5.4022
4.4,3.7,63.55,Beginner,0,15.8299
5.0,6.3,97.4,Advanced,2,7.2434
2.9,7.3,99.6,Advanced,2,9.3656
5.3,4.5,55.9,Beginner,0,18.8604
3.1,2.7,100.0,Advanced,2,7.9836
5.9,8.7,90.8,Advanced,2,11.0592
5.1,7.0,45.550000000000004,Beginner,0,18.2387
8.7,3.0,47.35,Beginner,0,16.3216
5.8,3.2,59.5,Beginner,0,18.0613
8.2,4.5,94.6,Advanced,2,11.01
6.3,7.4,92.6,Advanced,2,8.7967
8.1,3.1,49.6,Beginner,0,26.2557
4.7,5.9,52.3,Beginner,0,27.2226
9.7,5.2,32.95,Beginner,0,23.0683
1.0,9.5,52.75,Beginner,0,16.2529
5.2,7.3,43.75,Beginner,0,12.1051
8.1,9.3,21.700000000000003,Beginner,0,7.1026
6.3,5.9,95.6,Advanced,2,14.4239
7.3,5.3,94.8,Advanced,2,3.4603
5.4,6.1,97.0,Advanced,2,10.23
6.7,8.1,90.4,Advanced,2,3.1537
1.3,7.8,78.15,Intermediate,1,14.7873
9.1,5.1,91.6,Advanced,2,14.4949
2.0,5.9,100.0,Advanced,2,12.9487
9.8,2.0,46.9,Beginner,0,14.2715
7.2,1.2,100.0,Advanced,2,12.8125
1.4,8.8,54.099999999999994,Beginner,0,14.9859
9.9,4.2,36.55,Beginner,0,23.5121
2.3,3.6,100.0,Advanced,2,6.2397
8.5,4.6,41.050000000000004,Beginner,0,17.8487
1.5,3.6,77.05,Beginner,0,20.5079
5.3,4.0,100.0,Advanced,2,11.8388
5.5,5.2,51.85,Beginner,0,10.3605
4.3,1.7,73.0,Beginner,0,23.7901
5.5,8.6,91.8,Advanced,2,5.5592
4.6,5.7,99.4,Advanced,2,13.3683
8.6,4.9,39.25,Beginner,0,7.0332
4.8,3.5,100.0,Advanced,2,11.0249
9.5,6.2,29.35000000000001,Beginner,0,8.0252
8.0,8.8,86.4,Advanced,2,14.6146
2.5,4.6,68.05,Beginner,0,20.8768
2.6,4.0,100.0,Advanced,2,7.1439
6.6,5.2,46.9,Beginner,0,17.314
3.5,1.2,78.85,Beginner,0,18.1269
2.2,8.1,99.4,Advanced,2,2.8726
9.9,8.2,83.8,Advanced,2,8.6734
3.6,2.5,72.55,Beginner,0,16.35
9.2,3.8,64.5,Intermediate,1,12.6702
3.5,8.9,44.199999999999996,Beginner,0,15.6108
9.8,9.3,81.8,Advanced,2,3.833
8.1,7.9,28.0,Beginner,0,7.3783
8.3,2.9,97.6,Advanced,2,5.2848
9.7,4.1,37.900000000000006,Beginner,0,9.0296
4.8,1.7,100.0,Advanced,2,12.2312
3.5,8.1,96.8,Advanced,2,8.427
6.5,2.4,100.0,Advanced,2,6.7045
4.0,5.4,100.0,Advanced,2,9.0701
9.5,4.6,36.550000000000004,Beginner,0,11.0484
8.8,1.5,99.4,Advanced,2,11.2538
5.8,5.8,47.800000000000004,Beginner,0,23.8457
6.6,6.0,43.300000000000004,Beginner,0,14.1541
9.6,1.1,98.6,Advanced,2,8.7955
4.4,7.6,96.0,Advanced,2,4.5371
5.4,4.3,76.05000000000001,Intermediate,1,8.6997
1.9,8.5,99.2,Advanced,2,7.701
1.8,5.9,100.0,Advanced,2,13.0121
7.4,7.3,90.6,Advanced,2,9.1553
3.9,5.6,57.25,Beginner,0,22.388
1.8,9.1,98.2,Advanced,2,12.0104
5.5,5.5,50.5,Beginner,0,16.4552
6.9,5.1,96.0,Advanced,2,15.9943
4.4,3.7,100.0,Advanced,2,4.3483
8.9,7.8,24.85000000000001,Beginner,0,9.9713
8.8,9.7,83.0,Advanced,2,9.2749
5.1,6.7,96.4,Advanced,2,10.1532
8.5,4.1,43.300000000000004,Beginner,0,22.3151
7.4,9.7,23.049999999999997,Beginner,0,10.0053
7.5,4.8,44.65,Beginner,0,26.4017
3.6,2.2,100.0,Advanced,2,10.3438
4.7,3.7,80.6,Intermediate,1,8.2061
1.1,3.0,81.55,Beginner,0,12.1743
5.6,9.5,89.8,Advanced,2,10.8414
6.5,4.5,98.0,Advanced,2,4.3893
1.6,8.5,54.550000000000004,Beginner,0,13.7715
3.3,8.6,96.2,Advanced,2,9.9116
1.8,5.1,68.95,Beginner,0,20.5161
3.1,7.5,52.300000000000004,Beginner,0,13.4832
2.4,4.5,100.0,Advanced,2,14.5772
9.6,3.8,39.7,Beginner,0,10.5216
4.8,8.1,41.95,Beginner,0,13.4691
8.4,7.1,30.25,Beginner,0,7.1855
6.7,5.0,47.35,Beginner,0,11.3234
9.3,3.4,94.6,Advanced,2,7.9554
1.7,8.7,99.2,Advanced,2,12.6065
7.9,5.8,92.6,Advanced,2,11.1109
6.7,8.1,90.4,Advanced,2,13.1233
1.4,3.1,79.75,Beginner,0,7.0312
2.6,7.5,54.550000000000004,Beginner,0,20.1954
7.2,1.8,59.5,Beginner,0,24.3615
2.9,9.0,96.2,Advanced,2,5.2725
3.6,8.5,95.8,Advanced,2,15.1228
6.0,7.8,92.4,Advanced,2,4.6159
5.0,8.1,93.8,Advanced,2,6.322
1.9,1.3,100.0,Advanced,2,5.2631
2.8,1.7,100.0,Advanced,2,10.0336
4.7,4.7,100.0,Advanced,2,5.714
4.1,4.8,100.0,Advanced,2,4.6194
8.2,6.2,91.2,Advanced,2,14.8502
5.8,7.1,41.95,Beginner,0,26.4544
3.0,1.9,100.0,Advanced,2,10.5121
7.4,4.6,46.0,Beginner,0,7.24
2.3,6.6,100.0,Advanced,2,8.1731
4.3,4.6,59.95,Beginner,0,13.6239
7.9,2.5,99.2,Advanced,2,11.5194
6.1,7.4,93.0,Advanced,2,10.9528
2.9,9.7,43.300000000000004,Beginner,0,10.3576
3.8,4.8,100.0,Advanced,2,10.9708
3.0,8.3,49.15,Beginner,0,18.5538
5.3,2.5,100.0,Advanced,2,5.7046
9.1,7.9,23.5,Beginner,0,7.4787
4.6,9.3,37.449999999999996,Beginner,0,19.8358
8.5,8.6,23.049999999999997,Beginner,0,18.9033
1.1,7.7,60.4,Beginner,0,22.0745
9.2,7.7,86.2,Advanced,2,13.0487
5.1,7.8,94.2,Advanced,2,11.7817
8.8,1.8,98.8,Advanced,2,8.1829
7.7,1.8,100.0,Advanced,2,14.4448
9.1,5.1,36.1,Beginner,0,15.8069
5.4,1.2,70.3,Beginner,0,16.888
7.6,1.2,100.0,Advanced,2,14.6372
1.5,5.3,69.4,Beginner,0,14.6071
4.7,8.9,92.8,Advanced,2,11.5401
8.1,9.4,85.0,Advanced,2,13.3755
6.0,6.8,42.4,Beginner,0,6.7957
1.5,9.9,48.699999999999996,Beginner,0,15.5668
9.0,3.7,65.55000000000001,Intermediate,1,16.2983
2.8,9.5,95.4,Advanced,2,9.6472
2.5,4.5,100.0,Advanced,2,7.2949
4.3,5.0,58.15,Beginner,0,25.4216
6.1,3.0,59.050000000000004,Beginner,0,8.8552
3.4,1.3,78.85,Beginner,0,7.346
3.1,7.0,54.550000000000004,Beginner,0,25.8827
5.0,6.1,50.050000000000004,Beginner,0,24.5688
6.0,5.6,96.8,Advanced,2,4.7984
1.2,2.7,82.45,Beginner,0,12.8044
9.5,2.1,96.8,Advanced,2,9.1609
9.2,6.1,89.4,Advanced,2,10.3314
9.2,2.8,46.0,Beginner,0,15.3321
4.3,7.0,97.4,Advanced,2,4.1455
8.3,8.6,86.2,Advanced,2,13.0324
7.2,7.4,34.3,Beginner,0,25.1084
4.4,1.8,100.0,Advanced,2,12.1643
8.8,1.9,51.849999999999994,Beginner,0,18.3734
9.5,2.2,96.6,Advanced,2,10.8777
9.2,1.9,97.8,Advanced,2,12.9785
8.2,8.0,87.6,Advanced,2,4.3876
7.5,5.6,93.8,Advanced,2,4.0233
6.0,1.1,68.05,Beginner,0,10.4252
3.2,1.6,100.0,Advanced,2,15.2419
3.7,9.2,94.2,Advanced,2,9.4006
6.3,4.4,98.6,Advanced,2,2.5375
5.0,3.0,64.0,Beginner,0,21.0234
8.3,1.9,99.6,Advanced,2,2.7835
9.1,1.2,99.4,Advanced,2,13.9429
1.2,9.5,51.85,Beginner,0,20.6513
1.5,1.2,100.0,Advanced,2,4.6611
1.5,5.6,100.0,Advanced,2,12.761
3.8,4.3,100.0,Advanced,2,5.195
8.6,4.8,39.7,Beginner,0,21.0742
9.5,3.3,94.4,Advanced,2,9.6571
9.9,4.3,36.1,Beginner,0,21.1067
10.0,8.7,82.6,Advanced,2,12.2225
6.3,9.4,88.6,Advanced,2,4.075
2.2,7.9,99.8,Advanced,2,11.7288
2.1,2.6,100.0,Advanced,2,7.4692
9.3,9.6,14.950000000000003,Beginner,0,26.1958
7.2,4.1,49.15,Beginner,0,11.3934
5.3,7.0,95.4,Advanced,2,10.6048
8.6,7.0,29.799999999999997,Beginner,0,7.9667
1.7,6.5,100.0,Advanced,2,7.8573
9.3,2.5,46.9,Beginner,0,20.5347
5.6,8.0,92.8,Advanced,2,9.0234
1.4,7.4,60.4,Beginner,0,13.5727
6.3,5.0,97.4,Advanced,2,11.8639
5.7,2.3,64.0,Beginner,0,16.897
8.8,6.9,29.349999999999994,Beginner,0,21.7147
7.6,7.0,34.3,Beginner,0,9.1202
1.1,1.4,88.75,Beginner,0,15.8437
8.3,2.5,98.4,Advanced,2,7.4648
4.2,6.7,98.2,Advanced,2,6.4259
9.0,8.5,21.25,Beginner,0,17.1685
5.9,5.8,96.6,Advanced,2,8.0397
2.3,1.3,83.8,Beginner,0,9.3685
7.6,6.4,92.0,Advanced,2,12.2948
7.4,5.8,40.6,Beginner,0,23.1418
2.7,9.4,45.55,Beginner,0,21.8027
2.6,2.6,100.0,Advanced,2,11.739
7.6,6.5,36.550000000000004,Beginner,0,19.6815
6.2,5.2,97.2,Advanced,2,12.5205
1.9,3.9,73.9,Beginner,0,14.9917
2.1,6.7,60.4,Beginner,0,7.3539
9.3,1.6,98.2,Advanced,2,12.186
1.4,3.3,100.0,Advanced,2,14.5613
6.6,3.9,52.75,Beginner,0,15.5629
4.6,8.1,42.85,Beginner,0,9.2957
1.4,3.7,100.0,Advanced,2,9.3752
2.6,8.9,48.25,Beginner,0,21.2672
5.9,3.2,59.05,Beginner,0,13.3888
4.3,2.0,100.0,Advanced,2,3.1772
1.4,6.7,63.550000000000004,Beginner,0,19.495
9.3,8.7,84.0,Advanced,2,8.5462
4.7,5.0,56.35,Beginner,0,7.3029
2.8,1.1,82.45,Beginner,0,16.6358
2.9,3.0,73.45,Beginner,0,25.5571
1.3,8.6,75.35,Intermediate,1,8.2166
6.6,2.3,100.0,Advanced,2,7.3952
8.5,3.2,47.35,Beginner,0,16.83
8.4,9.5,84.2,Advanced,2,5.13
4.1,3.1,67.6,Beginner,0,15.1057
4.8,4.3,100.0,Advanced,2,13.3991
5.6,4.1,100.0,Advanced,2,6.5465
6.2,1.8,100.0,Advanced,2,7.539
5.3,10.0,31.14999999999999,Beginner,0,17.9958
5.1,8.2,93.4,Advanced,2,8.6822
4.5,9.1,38.800000000000004,Beginner,0,23.6909
2.8,3.7,100.0,Advanced,2,7.1452
7.9,8.7,25.299999999999997,Beginner,0,10.9688
9.3,3.2,43.75,Beginner,0,5.3069
5.0,9.7,33.85000000000001,Beginner,0,16.5692
6.3,4.1,53.2,Beginner,0,17.5601
3.3,1.4,78.85,Beginner,0,19.6281
4.2,3.6,100.0,Advanced,2,13.3973
5.2,1.5,69.85,Beginner,0,16.0516
2.8,2.5,76.15,Beginner,0,14.0599
3.1,4.8,100.0,Advanced,2,7.136
8.1,9.4,85.0,Advanced,2,10.2868
7.9,4.7,94.8,Advanced,2,8.8738
3.8,2.3,100.0,Advanced,2,10.2372
4.0,6.7,72.55000000000001,Intermediate,1,15.5751
5.9,4.0,55.449999999999996,Beginner,0,19.662
3.9,8.4,44.65,Beginner,0,21.5075
6.9,2.6,57.25,Beginner,0,25.2793
4.5,9.8,35.64999999999999,Beginner,0,13.979
7.1,3.9,50.5,Beginner,0,11.8719
5.4,7.0,44.199999999999996,Beginner,0,17.922
1.9,7.7,100.0,Advanced,2,12.1504
2.0,3.9,100.0,Advanced,2,13.9009
1.9,4.1,73.0,Beginner,0,7.3911
6.9,8.2,89.8,Advanced,2,8.7
1.1,5.3,100.0,Advanced,2,11.5436
1.6,7.2,100.0,Advanced,2,12.0589
1.3,3.0,80.65,Beginner,0,8.8071
3.9,6.4,99.4,Advanced,2,15.3084
5.5,4.2,100.0,Advanced,2,11.8337
2.7,3.4,100.0,Advanced,2,5.7567
6.6,4.8,97.2,Advanced,2,6.8227
6.3,3.7,100.0,Advanced,2,11.5317
1.2,3.6,78.4,Beginner,0,25.4276
2.5,4.1,100.0,Advanced,2,6.8631
9.5,7.2,86.6,Advanced,2,4.9175
9.0,8.4,85.2,Advanced,2,10.8035
6.3,9.6,28.450000000000003,Beginner,0,25.0187
3.3,9.3,94.8,Advanced,2,5.2931
8.1,7.1,31.60000000000001,Beginner,0,24.1992
2.0,3.3,100.0,Advanced,2,4.3595
5.4,4.3,100.0,Advanced,2,3.8749
1.3,3.5,100.0,Advanced,2,11.1891
3.5,6.0,100.0,Advanced,2,14.2488
3.0,9.0,96.0,Advanced,2,6.46
7.4,2.9,53.65,Beginner,0,23.2183
6.7,2.0,60.85,Beginner,0,22.2524
6.1,2.3,80.60000000000001,Intermediate,1,7.3076
2.5,1.6,81.55,Beginner,0,21.7742
6.3,5.3,96.8,Advanced,2,11.9711
1.5,2.8,100.0,Advanced,2,5.7739
3.5,5.1,100.0,Advanced,2,10.4313
9.8,8.4,18.099999999999994,Beginner,0,11.6789
3.6,5.7,58.15,Beginner,0,26.3849
8.2,2.0,54.1,Beginner,0,7.0469
4.3,8.0,44.65,Beginner,0,15.1471
3.2,3.6,69.4,Beginner,0,16.6642
7.0,1.2,63.1,Beginner,0,11.733
3.0,2.0,77.5,Beginner,0,23.7927
4.8,4.7,100.0,Advanced,2,4.3196
4.0,1.3,100.0,Advanced,2,4.7901
4.2,7.8,96.0,Advanced,2,4.0273
3.6,2.0,74.8,Beginner,0,25.7803
9.1,9.4,83.0,Advanced,2,8.7461
3.1,9.8,41.949999999999996,Beginner,0,9.8052
3.6,9.1,42.85,Beginner,0,14.7743
8.6,3.0,96.8,Advanced,2,3.585
9.5,6.8,87.4,Advanced,2,6.2936
