Question Difficulty,Topic Difficulty,Score,Skill Level,Skill_Level_encoded,Time Taken (QNS/Seconds)
5.5,6.7,73.4,Intermediate,1,10.2133
2.3,9.3,75.19999999999999,Intermediate,1,16.7529
5.6,7.7,93.4,Advanced,2,6.0744
8.1,1.5,71.6,Beginner,0,13.9953
1.4,1.5,100.0,Intermediate,1,12.241
7.0,8.4,48.4,Beginner,0,26.6298
3.0,8.6,75.2,Intermediate,1,12.7945
1.6,1.3,100.0,Intermediate,1,13.124
4.5,4.1,84.2,Intermediate,1,6.9414
4.5,6.2,67.2,Beginner,0,38.0832
2.9,2.3,100.0,Advanced,2,10.4498
2.4,1.5,98.3,Intermediate,1,13.7855
9.1,9.0,83.8,Advanced,2,3.1691
6.5,6.7,93.6,Advanced,2,2.9734
5.6,4.2,80.6,Intermediate,1,6.1421
4.5,3.0,80.0,Beginner,0,17.1657
3.7,6.3,100.0,Advanced,2,10.0804
8.7,7.4,87.8,Advanced,2,10.3492
2.5,6.6,100.0,Advanced,2,9.8999
8.4,1.5,80.3,Intermediate,1,16.0299
2.5,8.4,66.4,Beginner,0,24.3585
1.0,8.1,82.7,Intermediate,1,8.8496
2.1,1.9,98.0,Intermediate,1,11.6109
3.3,5.2,76.0,Beginner,0,30.7322
1.0,8.9,100.0,Advanced,2,10.684
3.7,6.5,79.4,Intermediate,1,10.012
9.1,2.5,96.8,Advanced,2,11.5259
8.3,1.1,100.0,Advanced,2,10.8618
7.0,3.6,67.6,Beginner,0,22.241
6.4,3.9,79.1,Intermediate,1,15.7049
4.7,4.3,100.0,Advanced,2,4.0971
2.4,3.8,91.4,Intermediate,1,19.5249
3.9,4.0,100.0,Advanced,2,6.6297
8.0,6.4,91.2,Advanced,2,7.9771
2.1,4.5,90.2,Intermediate,1,19.1303
5.0,3.8,100.0,Advanced,2,6.7362
5.0,7.7,71.9,Intermediate,1,8.0027
3.9,8.6,60.0,Beginner,0,39.5865
8.5,7.5,88.0,Advanced,2,4.9354
2.1,9.5,63.6,Beginner,0,32.7177
9.5,6.9,60.800000000000004,Intermediate,1,10.3155
4.3,3.8,85.7,Intermediate,1,8.2281
5.4,8.6,92.0,Advanced,2,4.4897
8.7,3.6,60.800000000000004,Beginner,0,12.4262
4.1,4.2,100.0,Advanced,2,6.8594
5.6,3.3,83.30000000000001,Intermediate,1,16.5822
2.7,7.1,80.6,Intermediate,1,18.826
5.5,3.3,83.6,Intermediate,1,10.5605
2.3,5.1,87.8,Intermediate,1,22.029
2.8,7.0,70.8,Beginner,0,27.965
2.7,8.5,76.4,Intermediate,1,18.5536
6.4,10.0,60.800000000000004,Intermediate,1,17.0369
4.6,3.9,84.5,Intermediate,1,19.8288
7.8,4.6,60.400000000000006,Beginner,0,33.5109
7.6,4.4,96.0,Advanced,2,9.9022
4.9,10.0,90.2,Advanced,2,8.827
8.9,6.4,89.4,Advanced,2,9.2599
1.8,2.0,94.8,Beginner,0,12.8697
1.6,5.0,90.2,Intermediate,1,6.6358
1.9,3.8,100.0,Advanced,2,6.175
4.8,9.7,66.5,Intermediate,1,8.5006
2.8,4.6,87.8,Intermediate,1,16.1045
2.4,2.9,88.8,Beginner,0,29.1187
3.7,6.1,100.0,Advanced,2,7.0427
4.7,1.8,84.0,Beginner,0,34.2139
9.4,7.2,60.199999999999996,Intermediate,1,18.7817
4.4,7.5,74.3,Intermediate,1,20.4656
4.7,6.4,97.8,Advanced,2,4.5464
9.5,9.3,34.8,Beginner,0,23.0501
9.4,7.7,85.8,Advanced,2,4.7027
9.7,9.3,53.0,Intermediate,1,13.8875
1.7,8.3,80.0,Intermediate,1,14.1678
4.8,9.9,51.2,Beginner,0,23.2575
8.6,3.5,73.7,Intermediate,1,14.4922
3.5,8.5,74.0,Intermediate,1,9.4776
6.5,7.6,53.6,Beginner,0,16.8993
3.9,9.2,70.7,Intermediate,1,7.612
5.7,4.7,99.2,Advanced,2,9.3273
4.2,7.9,61.599999999999994,Beginner,0,26.8611
6.9,9.6,87.0,Advanced,2,5.1283
8.4,1.9,79.1,Intermediate,1,14.0825
7.6,5.5,70.7,Intermediate,1,10.841
9.6,6.3,88.2,Advanced,2,5.0885
8.8,9.4,37.19999999999999,Beginner,0,19.7114
6.6,8.3,65.3,Intermediate,1,14.3766
1.6,3.2,95.6,Intermediate,1,20.8375
4.6,2.9,87.5,Intermediate,1,9.2141
3.8,1.5,100.0,Advanced,2,2.2959
8.5,4.3,71.6,Intermediate,1,19.5185
2.1,5.1,100.0,Advanced,2,11.2759
6.0,3.6,100.0,Advanced,2,9.1129
8.8,7.0,88.4,Advanced,2,7.4772
4.9,8.3,93.6,Advanced,2,6.9516
7.2,5.3,72.5,Intermediate,1,12.5193
9.7,1.1,98.4,Advanced,2,11.3935
8.3,6.9,49.199999999999996,Beginner,0,19.9844
3.6,5.7,82.1,Intermediate,1,14.715
8.8,7.5,61.099999999999994,Intermediate,1,17.3822
6.9,3.7,78.19999999999999,Intermediate,1,7.3577
1.0,3.5,92.0,Beginner,0,15.276
2.3,5.8,85.7,Intermediate,1,8.1444
1.7,4.3,92.0,Intermediate,1,6.5598
2.6,6.9,81.5,Intermediate,1,10.3593
1.6,4.9,84.0,Beginner,0,30.4433
6.4,2.3,83.9,Intermediate,1,6.3688
9.3,3.8,70.69999999999999,Intermediate,1,13.0551
9.9,7.7,57.199999999999996,Intermediate,1,12.5493
8.6,3.6,61.2,Beginner,0,27.5449
7.9,5.0,71.3,Intermediate,1,14.9743
1.0,4.9,86.4,Beginner,0,16.8951
2.5,1.6,93.6,Beginner,0,32.649
6.0,6.0,62.0,Beginner,0,36.7992
6.3,6.9,93.6,Advanced,2,2.9309
9.2,5.8,50.0,Beginner,0,32.0528
8.1,4.9,71.0,Intermediate,1,17.3454
3.5,5.3,83.6,Intermediate,1,13.075
3.6,1.6,100.0,Advanced,2,11.5819
7.5,7.5,50.0,Beginner,0,24.696
8.5,9.3,84.4,Advanced,2,6.0588
7.9,1.9,80.6,Intermediate,1,21.1446
3.7,2.9,100.0,Advanced,2,4.5802
6.9,2.8,71.2,Beginner,0,33.3316
9.0,3.1,95.8,Advanced,2,1.7896
1.5,8.5,70.0,Beginner,0,36.6252
4.2,2.8,82.0,Beginner,0,34.6396
4.3,3.8,100.0,Advanced,2,9.107
4.3,5.4,100.0,Advanced,2,10.2198
8.6,2.3,66.4,Beginner,0,15.4797
4.4,3.0,80.4,Beginner,0,15.4402
2.0,3.1,94.7,Intermediate,1,12.4671
4.2,3.7,78.4,Beginner,0,13.7694
6.7,1.1,86.6,Intermediate,1,16.625
8.1,4.1,73.4,Intermediate,1,19.5893
5.1,3.8,100.0,Advanced,2,9.179
7.2,8.2,89.2,Advanced,2,8.6966
3.1,3.1,100.0,Advanced,2,12.4225
3.5,3.8,100.0,Advanced,2,8.3113
5.0,8.3,70.1,Intermediate,1,15.7897
3.9,6.8,77.9,Intermediate,1,6.7546
5.2,10.0,89.6,Advanced,2,8.4067
5.8,4.9,67.2,Beginner,0,30.6714
8.3,9.1,40.400000000000006,Beginner,0,36.9425
9.3,5.0,67.1,Intermediate,1,18.8896
6.1,3.7,80.6,Intermediate,1,7.946
6.0,6.7,94.6,Advanced,2,10.9366
8.5,5.9,66.8,Intermediate,1,16.1798
3.5,3.4,82.4,Beginner,0,20.415
5.9,2.5,84.8,Intermediate,1,15.1119
9.4,6.6,88.0,Advanced,2,11.202
5.9,1.0,100.0,Advanced,2,8.6613
4.3,3.4,86.9,Intermediate,1,11.3178
1.7,5.4,88.7,Intermediate,1,11.7427
8.7,2.8,64.0,Beginner,0,34.2076
9.7,3.9,69.2,Intermediate,1,14.9818
8.3,7.9,61.39999999999999,Intermediate,1,13.6151
8.9,4.3,70.4,Intermediate,1,12.9448
7.0,7.2,91.6,Advanced,2,5.8946
6.9,4.7,96.8,Advanced,2,5.9797
7.5,9.3,86.4,Advanced,2,10.6659
5.5,4.6,99.8,Advanced,2,2.7605
2.4,4.9,100.0,Advanced,2,2.6759
8.6,9.6,83.6,Advanced,2,8.3358
5.2,4.6,80.6,Intermediate,1,12.4942
4.1,1.6,92.9,Intermediate,1,6.6417
4.3,1.5,92.6,Intermediate,1,8.4524
7.5,7.8,64.1,Intermediate,1,18.4027
8.8,3.3,73.69999999999999,Intermediate,1,17.0312
4.6,2.8,87.8,Intermediate,1,19.3768
4.3,5.6,100.0,Advanced,2,11.0217
7.7,1.9,100.0,Advanced,2,4.1108
6.4,4.4,66.8,Beginner,0,29.0064
2.7,3.2,100.0,Advanced,2,7.5037
4.9,9.6,52.0,Beginner,0,35.6014
6.5,5.0,97.0,Advanced,2,1.8345
5.6,2.8,76.4,Beginner,0,33.7548
3.6,8.2,74.6,Intermediate,1,9.3209
7.3,4.1,64.4,Beginner,0,13.4998
5.2,2.8,86.0,Intermediate,1,6.9398
6.6,9.3,62.3,Intermediate,1,17.6704
8.5,8.5,42.0,Beginner,0,32.7399
6.4,4.1,99.0,Advanced,2,4.0514
1.8,9.9,74.9,Intermediate,1,14.2816
3.4,9.8,57.199999999999996,Beginner,0,32.4228
1.6,3.4,90.0,Beginner,0,24.9179
7.9,7.9,46.8,Beginner,0,20.4778
3.4,9.5,71.3,Intermediate,1,9.431
4.7,3.0,86.9,Intermediate,1,20.5779
1.3,5.0,91.1,Intermediate,1,18.1323
9.0,1.2,79.4,Intermediate,1,14.0014
9.1,8.2,85.4,Advanced,2,12.3002
2.3,6.9,100.0,Advanced,2,11.5974
3.7,4.8,100.0,Advanced,2,7.3296
5.6,5.8,75.80000000000001,Intermediate,1,8.7685
2.9,4.1,89.0,Intermediate,1,13.8388
9.7,1.6,76.1,Intermediate,1,16.9514
2.6,8.1,77.9,Intermediate,1,9.7846
2.7,5.1,86.6,Intermediate,1,7.1774
8.3,8.8,41.599999999999994,Beginner,0,14.096
2.8,2.0,100.0,Advanced,2,3.8642
5.0,3.8,74.8,Beginner,0,30.7185
6.3,6.6,71.30000000000001,Intermediate,1,7.3522
9.5,9.9,51.800000000000004,Intermediate,1,8.477
5.3,2.4,86.9,Intermediate,1,17.1286
1.6,9.2,77.6,Intermediate,1,9.4095
4.6,9.1,92.6,Advanced,2,11.3561
1.5,7.5,83.0,Intermediate,1,10.9055
1.2,3.8,95.0,Intermediate,1,7.2389
3.1,3.1,100.0,Advanced,2,11.5363
6.0,5.4,75.8,Intermediate,1,20.2705
5.7,7.7,56.4,Beginner,0,31.8853
4.3,7.6,96.2,Advanced,2,11.389
1.3,3.5,95.6,Intermediate,1,14.4072
6.1,6.9,71.0,Intermediate,1,19.5776
9.3,5.6,50.4,Beginner,0,14.9233
8.9,8.4,58.099999999999994,Intermediate,1,6.6078
2.2,4.6,89.6,Intermediate,1,15.6167
6.1,9.7,62.6,Intermediate,1,16.3456
7.2,5.2,72.8,Intermediate,1,20.7495
1.9,2.8,91.2,Beginner,0,23.1852
6.5,1.6,85.7,Intermediate,1,10.8835
8.2,9.3,57.5,Intermediate,1,7.3248
6.2,5.7,62.4,Beginner,0,38.2137
8.6,3.1,74.9,Intermediate,1,19.1953
6.0,6.6,72.2,Intermediate,1,9.2577
7.1,3.6,77.9,Intermediate,1,17.0349
8.3,5.0,70.1,Intermediate,1,9.7099
7.1,2.9,80.0,Intermediate,1,9.2492
1.2,3.8,90.0,Beginner,0,37.3773
2.9,3.9,100.0,Advanced,2,7.0617
4.5,4.8,100.0,Advanced,2,8.3198
6.3,7.8,91.8,Advanced,2,12.0942
5.1,4.1,82.4,Intermediate,1,6.9677
4.3,9.9,53.2,Beginner,0,23.4047
3.0,2.4,93.8,Intermediate,1,5.9747
7.9,5.3,70.4,Intermediate,1,13.3922
6.3,8.2,91.0,Advanced,2,2.5362
9.7,6.3,46.0,Beginner,0,23.7973
2.1,4.4,100.0,Advanced,2,4.2016
4.3,9.7,54.0,Beginner,0,19.4485
1.9,2.2,100.0,Advanced,2,4.2523
8.7,9.5,55.400000000000006,Intermediate,1,15.537
2.7,8.9,96.8,Advanced,2,4.1914
5.9,2.1,100.0,Advanced,2,3.3336
4.3,4.3,100.0,Advanced,2,7.4305
2.3,2.2,96.5,Intermediate,1,12.7914
8.0,9.4,57.800000000000004,Intermediate,1,6.3104
8.5,9.9,36.400000000000006,Beginner,0,20.3628
7.7,9.1,86.4,Advanced,2,9.7578
9.3,3.3,72.19999999999999,Intermediate,1,9.2093
4.0,7.0,77.0,Intermediate,1,11.7617
8.2,8.9,85.8,Advanced,2,6.4389
6.3,6.6,58.400000000000006,Beginner,0,31.4157
5.6,6.0,96.8,Advanced,2,12.3597
7.7,5.8,93.0,Advanced,2,3.6871
4.0,5.6,81.2,Intermediate,1,17.2894
9.4,3.5,71.3,Intermediate,1,5.4242
8.3,4.8,93.8,Advanced,2,8.687
8.4,2.8,76.4,Intermediate,1,18.5319
2.6,5.8,84.8,Intermediate,1,8.2553
6.1,9.7,62.6,Intermediate,1,11.5394
9.5,5.6,64.7,Intermediate,1,8.017
6.6,4.9,64.0,Beginner,0,13.5663
7.0,4.0,66.0,Beginner,0,31.9157
1.4,2.1,96.0,Beginner,0,17.8551
4.5,1.5,92.0,Intermediate,1,12.2715
8.5,9.1,39.599999999999994,Beginner,0,28.9086
2.0,9.3,76.1,Intermediate,1,7.3755
5.3,9.5,50.8,Beginner,0,32.1668
8.6,1.7,99.4,Advanced,2,10.4172
5.5,8.2,68.9,Intermediate,1,13.2359
9.4,5.4,65.6,Intermediate,1,13.1386
9.7,4.9,90.8,Advanced,2,8.2614
5.8,4.0,80.6,Intermediate,1,15.34
2.2,5.1,88.1,Intermediate,1,15.1715
8.6,2.5,76.7,Intermediate,1,7.4158
5.5,8.4,54.4,Beginner,0,36.4181
4.3,4.4,83.9,Intermediate,1,18.2301
9.2,8.7,38.400000000000006,Beginner,0,35.0491
4.4,9.6,92.0,Advanced,2,6.2092
1.5,1.8,100.0,Intermediate,1,16.0439
5.0,10.0,65.0,Intermediate,1,5.5919
9.5,3.3,94.4,Advanced,2,11.7531
5.0,4.9,70.4,Beginner,0,32.1548
3.4,9.7,70.7,Intermediate,1,7.9466
8.2,8.2,60.800000000000004,Intermediate,1,6.9082
1.1,2.0,100.0,Intermediate,1,21.1471
9.8,5.0,65.6,Intermediate,1,18.5456
1.6,5.0,83.6,Beginner,0,27.2813
6.6,6.8,69.80000000000001,Intermediate,1,7.3555
6.4,7.3,68.9,Intermediate,1,11.6666
1.9,1.5,99.8,Intermediate,1,14.9231
4.0,7.8,74.6,Intermediate,1,15.1987
6.6,1.1,100.0,Advanced,2,9.4745
9.0,3.1,73.7,Intermediate,1,15.359
3.9,1.0,95.3,Intermediate,1,7.3548
2.1,4.5,100.0,Advanced,2,10.0264
1.0,2.4,99.8,Intermediate,1,14.9645
7.4,9.8,58.39999999999999,Intermediate,1,11.4956
7.5,7.2,90.6,Advanced,2,11.2863
9.3,3.4,94.6,Advanced,2,10.5587
7.5,6.2,68.9,Intermediate,1,7.7479
3.8,9.7,56.0,Beginner,0,36.5932
7.0,6.1,70.7,Intermediate,1,18.1284
3.3,7.3,78.2,Intermediate,1,6.0132
4.8,4.4,82.4,Intermediate,1,13.8816
4.5,4.9,100.0,Advanced,2,7.4086
4.1,9.1,93.6,Advanced,2,8.622
4.2,7.0,76.4,Intermediate,1,14.7843
3.9,6.3,79.4,Intermediate,1,6.7629
4.2,8.6,94.4,Advanced,2,5.3478
2.2,2.5,100.0,Advanced,2,7.7193
2.4,2.4,100.0,Advanced,2,9.2188
7.4,5.5,94.2,Advanced,2,8.8592
7.9,6.1,68.0,Intermediate,1,10.3824
4.0,8.6,94.8,Advanced,2,2.6974
3.9,10.0,92.2,Advanced,2,6.7353
7.7,7.1,90.4,Advanced,2,10.6353
6.8,3.6,68.4,Beginner,0,35.9501
3.1,8.1,76.4,Intermediate,1,19.9932
5.7,2.0,86.9,Intermediate,1,8.7343
2.1,3.2,100.0,Advanced,2,1.3153
7.2,9.7,59.300000000000004,Intermediate,1,18.3775
6.8,8.5,48.8,Beginner,0,20.0839
7.2,1.4,84.2,Intermediate,1,12.4125
1.5,9.7,76.4,Intermediate,1,10.6966
2.3,5.7,86.0,Intermediate,1,8.9061
5.4,6.4,74.6,Intermediate,1,13.9887
7.7,5.1,58.8,Beginner,0,20.1475
6.6,8.6,49.2,Beginner,0,29.6195
3.2,5.9,100.0,Advanced,2,5.3832
5.7,5.8,64.0,Beginner,0,14.7789
4.6,6.2,98.4,Advanced,2,8.8773
6.8,5.0,74.6,Intermediate,1,8.4614
5.7,9.7,48.400000000000006,Beginner,0,14.5517
8.2,4.9,57.6,Beginner,0,24.6675
3.1,8.3,75.8,Intermediate,1,6.2402
5.8,4.0,70.8,Beginner,0,32.1003
6.8,9.0,62.599999999999994,Intermediate,1,17.4376
2.9,9.0,62.4,Beginner,0,21.0069
8.2,1.4,71.6,Beginner,0,25.6348
5.4,1.2,90.2,Intermediate,1,19.7328
5.6,8.4,68.0,Intermediate,1,18.6394
8.0,5.6,92.8,Advanced,2,4.4019
5.6,7.6,57.2,Beginner,0,39.3288
4.3,2.1,84.4,Beginner,0,25.8434
9.7,8.7,54.800000000000004,Intermediate,1,5.6904
10.0,7.4,57.800000000000004,Intermediate,1,7.5113
4.1,8.7,58.800000000000004,Beginner,0,29.921
9.9,1.8,74.9,Intermediate,1,13.9433
4.1,8.6,71.9,Intermediate,1,17.7995
4.3,10.0,52.8,Beginner,0,32.487
3.1,8.1,65.2,Beginner,0,21.6022
9.7,7.8,85.0,Advanced,2,5.1861
3.2,4.2,80.4,Beginner,0,37.1101
3.9,1.5,88.4,Beginner,0,25.9034
9.1,9.1,37.2,Beginner,0,28.7522
5.0,3.0,100.0,Advanced,2,8.0452
4.0,9.8,54.8,Beginner,0,16.9981
7.0,3.3,99.4,Advanced,2,7.3833
9.4,2.0,64.4,Beginner,0,24.9448
8.9,7.3,87.6,Advanced,2,5.7203
6.0,8.1,67.7,Intermediate,1,10.7529
1.4,7.1,76.0,Beginner,0,21.1323
5.8,5.9,74.9,Intermediate,1,19.1013
8.3,7.4,62.9,Intermediate,1,14.674
8.1,9.4,57.5,Intermediate,1,9.3279
1.4,8.4,80.6,Intermediate,1,15.9071
10.0,6.5,60.5,Intermediate,1,10.2384
7.0,2.4,100.0,Advanced,2,5.2989
6.3,8.8,64.69999999999999,Intermediate,1,9.7398
1.4,3.3,91.2,Beginner,0,32.2928
5.4,6.0,97.2,Advanced,2,6.8528
5.7,6.9,72.19999999999999,Intermediate,1,15.2835
1.2,5.1,100.0,Advanced,2,6.9959
2.7,4.3,89.0,Intermediate,1,18.3936
3.2,8.9,73.69999999999999,Intermediate,1,15.2868
6.9,2.8,71.2,Beginner,0,33.2345
2.2,7.0,73.2,Beginner,0,26.1698
6.8,6.4,70.4,Intermediate,1,20.3476
4.5,9.9,52.4,Beginner,0,12.7595
5.1,7.2,95.4,Advanced,2,6.3122
5.9,2.4,85.1,Intermediate,1,13.7169
7.9,2.2,99.8,Advanced,2,6.2638
9.1,6.6,47.2,Beginner,0,30.6224
3.7,9.6,56.8,Beginner,0,29.4385
5.4,3.4,83.6,Intermediate,1,18.3499
1.2,6.1,100.0,Advanced,2,5.9852
8.5,3.9,72.8,Intermediate,1,16.1762
3.6,3.1,83.2,Beginner,0,17.5032
1.5,2.3,98.6,Intermediate,1,7.863
5.8,4.1,100.0,Advanced,2,10.4766
5.3,8.7,92.0,Advanced,2,4.1478
3.9,1.1,100.0,Advanced,2,4.7837
2.4,2.7,94.7,Intermediate,1,12.069
9.6,9.8,51.800000000000004,Intermediate,1,12.0156
3.9,5.9,100.0,Advanced,2,10.1011
4.6,3.3,86.3,Intermediate,1,17.5594
4.2,2.5,100.0,Advanced,2,2.0441
9.2,1.4,98.8,Advanced,2,10.4375
5.1,1.7,89.6,Intermediate,1,8.4686
7.6,8.2,88.4,Advanced,2,9.5418
3.6,9.5,57.6,Beginner,0,13.2307
4.7,4.5,82.4,Intermediate,1,16.7683
5.7,5.8,97.0,Advanced,2,8.5684
5.4,8.8,67.4,Intermediate,1,6.6785
6.0,1.3,80.8,Beginner,0,21.5894
3.6,8.9,95.0,Advanced,2,5.6877
9.8,4.5,52.8,Beginner,0,26.2122
1.4,5.0,90.8,Intermediate,1,14.1652
9.0,8.5,40.0,Beginner,0,15.6875
7.2,8.2,89.2,Advanced,2,5.0429
5.2,7.1,95.4,Advanced,2,7.4347
2.6,6.0,84.2,Intermediate,1,14.8309
5.2,4.9,99.8,Advanced,2,6.1701
8.0,9.9,56.300000000000004,Intermediate,1,18.1871
5.0,7.1,73.7,Intermediate,1,15.8976
7.7,4.5,95.6,Advanced,2,10.462
6.1,1.4,87.5,Intermediate,1,14.326
8.6,6.4,90.0,Advanced,2,11.509
6.6,4.3,66.4,Beginner,0,14.7495
5.6,8.5,53.6,Beginner,0,33.096
7.3,5.7,94.0,Advanced,2,4.8276
1.5,3.2,100.0,Advanced,2,9.2154
5.0,5.6,98.8,Advanced,2,9.831
8.6,6.1,65.9,Intermediate,1,8.9283
5.6,8.5,53.6,Beginner,0,15.6984
6.9,4.5,97.2,Advanced,2,9.7106
3.3,7.0,68.8,Beginner,0,39.1314
1.4,2.5,94.4,Beginner,0,25.4765
4.7,1.6,84.8,Beginner,0,22.4057
6.3,9.6,62.300000000000004,Intermediate,1,9.5435
3.5,4.7,85.4,Intermediate,1,8.77
6.4,8.1,52.0,Beginner,0,14.3571
6.9,3.2,79.69999999999999,Intermediate,1,16.5067
2.7,1.3,100.0,Advanced,2,3.8008
5.0,4.6,81.2,Intermediate,1,11.1337
1.2,1.4,100.0,Intermediate,1,12.9023
5.7,3.1,83.6,Intermediate,1,8.7652
5.0,8.0,94.0,Advanced,2,6.1961
3.2,5.4,84.19999999999999,Intermediate,1,15.4353
5.3,8.5,68.6,Intermediate,1,12.9663
6.6,2.0,84.2,Intermediate,1,5.9881
3.6,7.9,75.5,Intermediate,1,15.4101
2.5,3.7,91.4,Intermediate,1,16.1079
8.0,2.1,69.6,Beginner,0,37.9192
6.5,1.8,85.1,Intermediate,1,11.5374
2.3,6.5,74.8,Beginner,0,26.4254
5.9,9.0,65.3,Intermediate,1,12.6043
7.7,2.7,78.8,Intermediate,1,19.577
6.5,9.4,88.2,Advanced,2,2.5945
2.3,6.8,82.7,Intermediate,1,11.531
4.2,7.1,97.4,Advanced,2,6.0591
6.0,4.1,99.8,Advanced,2,3.5316
3.5,9.8,93.4,Advanced,2,2.9871
2.2,6.4,75.6,Beginner,0,26.1918
3.7,4.4,85.69999999999999,Intermediate,1,20.2884
5.8,2.5,85.1,Intermediate,1,15.1019
7.9,5.0,58.4,Beginner,0,18.7416
2.6,3.7,84.8,Beginner,0,19.2922
3.0,2.7,100.0,Advanced,2,12.4975
4.2,6.3,99.0,Advanced,2,7.9158
4.2,7.1,76.1,Intermediate,1,8.6606
9.7,7.9,57.199999999999996,Intermediate,1,7.9287
7.3,8.0,89.4,Advanced,2,2.0376
4.9,4.3,82.4,Intermediate,1,11.125
6.6,5.9,72.5,Intermediate,1,20.0723
8.8,1.8,78.19999999999999,Intermediate,1,16.0575
6.9,2.2,73.6,Beginner,0,16.5611
1.3,2.1,100.0,Advanced,2,5.8919
4.2,4.5,83.9,Intermediate,1,19.7721
2.2,1.6,98.6,Intermediate,1,10.2621
6.0,4.1,79.7,Intermediate,1,17.7226
8.7,7.7,87.2,Advanced,2,7.289
2.7,4.6,88.1,Intermediate,1,18.6058
8.6,8.9,57.5,Intermediate,1,11.4305
9.8,2.9,59.199999999999996,Beginner,0,33.1199
3.6,8.7,95.4,Advanced,2,3.3308
3.6,4.9,76.0,Beginner,0,23.1509
4.2,7.7,74.3,Intermediate,1,10.1366
7.5,8.9,87.2,Advanced,2,11.7673
7.4,3.6,66.0,Beginner,0,37.1436
3.8,8.2,74.0,Intermediate,1,5.7309
4.0,5.0,74.0,Beginner,0,23.5219
5.8,9.4,64.4,Intermediate,1,14.8597
10.0,5.2,64.4,Intermediate,1,21.0618
3.7,8.2,62.400000000000006,Beginner,0,23.6231
1.5,1.1,100.0,Advanced,2,10.0727
3.5,2.1,100.0,Advanced,2,8.2514
5.9,2.6,100.0,Advanced,2,4.238
3.2,5.2,100.0,Advanced,2,7.8938
7.7,8.2,46.400000000000006,Beginner,0,36.729
3.4,6.7,79.7,Intermediate,1,18.8918
2.3,7.3,81.2,Intermediate,1,8.1537
7.3,8.2,63.5,Intermediate,1,11.5622
2.9,9.2,73.7,Intermediate,1,9.6438
1.8,3.0,95.6,Intermediate,1,20.8228
1.0,8.6,100.0,Advanced,2,6.9995
5.9,1.2,100.0,Advanced,2,8.0309
1.2,1.1,100.0,Advanced,2,3.239
2.1,6.3,84.8,Intermediate,1,8.6727
4.4,5.4,70.8,Beginner,0,19.8918
8.3,4.8,93.8,Advanced,2,10.4757
3.3,8.5,62.8,Beginner,0,27.0785
7.4,7.5,90.2,Advanced,2,7.5166
3.1,2.7,92.6,Intermediate,1,18.1271
7.7,8.2,88.2,Advanced,2,6.6803
3.9,4.3,85.4,Intermediate,1,19.8008
8.2,3.3,97.0,Advanced,2,11.1725
6.9,7.1,68.0,Intermediate,1,13.6666
8.0,1.3,82.1,Intermediate,1,13.665
7.2,8.9,61.699999999999996,Intermediate,1,9.7704
5.3,6.3,75.2,Intermediate,1,19.7944
5.2,7.7,71.3,Intermediate,1,13.4003
1.2,9.2,99.2,Advanced,2,10.8251
2.6,9.6,95.6,Advanced,2,2.3621
2.1,2.4,92.0,Beginner,0,24.691
2.5,4.4,89.3,Intermediate,1,17.3868
3.6,7.7,76.1,Intermediate,1,7.7495
8.5,2.2,77.9,Intermediate,1,13.2665
7.3,4.6,74.30000000000001,Intermediate,1,11.3464
2.0,3.6,93.2,Intermediate,1,11.4208
5.5,6.7,73.4,Intermediate,1,19.1453
4.2,6.1,79.1,Intermediate,1,18.3422
7.6,6.7,91.4,Advanced,2,5.4236
1.4,7.5,74.4,Beginner,0,32.7827
5.3,9.2,66.5,Intermediate,1,14.92
1.8,5.5,100.0,Advanced,2,3.2086
8.8,6.7,48.0,Beginner,0,27.6376
7.5,5.4,71.3,Intermediate,1,6.9807
9.8,8.9,53.89999999999999,Intermediate,1,11.743
3.6,6.6,99.6,Advanced,2,8.4894
4.6,4.0,100.0,Advanced,2,12.7827
9.7,3.7,93.2,Advanced,2,10.9671
8.5,3.2,96.6,Advanced,2,11.0656
7.0,9.2,45.2,Beginner,0,35.8227
4.4,5.9,99.4,Advanced,2,2.4352
2.0,7.2,100.0,Advanced,2,6.0686
5.3,1.6,82.4,Beginner,0,35.5549
9.6,8.8,36.400000000000006,Beginner,0,21.6289
3.5,6.5,80.0,Intermediate,1,5.1281
4.5,1.1,93.2,Intermediate,1,9.2259
2.5,2.0,100.0,Advanced,2,7.8387
6.8,1.9,75.2,Beginner,0,21.665
1.8,2.1,100.0,Advanced,2,4.4165
6.1,6.0,95.8,Advanced,2,12.3007
3.0,9.2,95.6,Advanced,2,7.0668
8.1,5.3,56.400000000000006,Beginner,0,17.9569
3.1,5.2,100.0,Advanced,2,7.6264
9.0,2.3,97.4,Advanced,2,4.6136
9.5,4.6,67.7,Intermediate,1,14.0005
7.3,5.6,58.400000000000006,Beginner,0,24.1438
9.0,7.5,60.5,Intermediate,1,7.6608
4.1,4.8,74.4,Beginner,0,26.5732
5.3,6.6,96.2,Advanced,2,7.9649
1.9,6.8,83.9,Intermediate,1,6.8953
3.8,2.3,91.7,Intermediate,1,9.4719
1.6,8.2,70.80000000000001,Beginner,0,37.8077
7.2,8.6,88.4,Advanced,2,9.3036
4.7,6.3,98.0,Advanced,2,0.8673
4.0,6.3,68.8,Beginner,0,32.263
8.3,9.3,84.8,Advanced,2,1.2661
2.3,3.2,88.0,Beginner,0,23.2338
