Time Taken (QNS/Minutes),Question Difficulty,Topic Difficulty,Score,Skill Level
0.23772470954994043,7.8,2.2,100%,Advanced
0.16891665784593415,7.5,2.8,53.65%,Beginner
0.12322784073053392,7.2,9.2,26.200000000000003%,Beginner
0.05399193095731712,2.3,7.6,100%,Advanced
0.3978243184051597,9.8,6.6,26.200000000000003%,Beginner
0.12318662859125841,3.9,2.1,100%,Advanced
0.09788662985507485,3.9,6.2,54.550000000000004%,Beginner
0.1450340141996922,5.7,2.0,83.05%,Intermediate
0.2423467044188596,8.9,4.7,92.8%,Advanced
0.15662818762473021,7.8,5.3,93.8%,Advanced
0.22750649669217846,4.5,8.4,41.949999999999996%,Beginner
0.06128712330840422,3.6,8.5,95.8%,Advanced
0.18925186934079144,4.9,6.1,98.0%,Advanced
0.3039309594641226,3.9,2.1,73.0%,Beginner
0.12653162292307896,1.5,7.9,100%,Advanced
0.24006857027864792,2.3,2.4,100%,Advanced
0.29000107303439326,1.3,5.4,69.85%,Beginner
0.3943829751588273,8.6,1.8,53.199999999999996%,Beginner
0.12974422232634972,5.5,5.1,52.300000000000004%,Beginner
0.06411845541068101,1.2,1.6,100%,Advanced
0.4381875920713423,6.6,6.0,43.300000000000004%,Beginner
0.15919972310474173,5.8,2.8,61.300000000000004%,Beginner
0.13110540582892563,5.8,5.1,50.95%,Beginner
0.4097778142284445,3.5,2.2,74.35%,Beginner
0.31220618703413494,9.1,5.7,33.39999999999999%,Beginner
0.17506230330513692,4.2,3.4,100%,Advanced
0.36693235003057384,9.6,8.2,19.900000000000006%,Beginner
0.273875539831695,3.0,7.4,53.199999999999996%,Beginner
0.10956332232976208,4.6,7.3,96.2%,Advanced
0.2782055375129771,5.1,8.9,37.0%,Beginner
0.08885358245810605,4.2,3.0,100%,Advanced
0.07682017417399382,9.8,7.7,85.0%,Advanced
0.2183132957098275,3.1,8.3,48.699999999999996%,Beginner
0.23711218245180327,5.0,2.6,100%,Advanced
0.27784232381697127,7.9,1.8,56.349999999999994%,Beginner
0.2078374101624344,7.6,5.2,94.4%,Advanced
0.13041345990695272,7.6,8.1,88.6%,Advanced
0.1532719680952099,3.3,10.0,40.15%,Beginner
0.22559687352439914,3.1,6.2,58.15%,Beginner
0.14483439231279144,1.7,6.6,62.650000000000006%,Beginner
0.3157170027255405,2.3,6.4,60.85%,Beginner
0.26521797510823997,6.8,6.7,39.25%,Beginner
0.40190023225659494,4.3,4.5,60.4%,Beginner
0.06993941686417862,6.3,3.2,100%,Advanced
0.18753984159618836,5.6,2.4,64.0%,Beginner
0.18011190885416972,2.5,1.1,100%,Advanced
0.24413745505789747,5.9,6.7,94.8%,Advanced
0.377067891628748,1.6,3.9,75.25%,Beginner
0.16763054637687608,7.8,1.5,100%,Advanced
0.3229055234836079,9.1,8.8,19.450000000000003%,Beginner
0.3746181213474877,4.9,6.7,47.8%,Beginner
0.15878537916901722,2.5,2.3,78.4%,Beginner
0.33894244633196063,1.9,4.7,70.3%,Beginner
0.16291589652308366,7.9,5.8,92.6%,Advanced
0.35128500719277117,2.4,5.9,62.65%,Beginner
0.12895268672878624,6.5,8.9,89.2%,Advanced
0.19136946264151156,3.0,7.6,98.8%,Advanced
0.15634801572516788,1.1,3.2,100%,Advanced
0.3320251514422136,2.5,6.4,59.949999999999996%,Beginner
0.20557737234320286,3.7,2.4,100%,Advanced
0.15508546356328662,1.5,6.0,100%,Advanced
0.24762176804808997,9.2,8.5,48.050000000000004%,Intermediate
0.33665965664057,1.5,8.1,56.800000000000004%,Beginner
0.3162162085943142,8.4,1.6,55.0%,Beginner
0.12659114994757503,3.0,5.8,60.4%,Beginner
0.14912012974644845,8.2,5.8,92.0%,Advanced
0.08689563096414216,3.3,5.5,100%,Advanced
0.2151158828596699,8.7,8.8,85.0%,Advanced
0.13582366141573482,5.9,9.1,32.5%,Beginner
0.096472552139441,6.8,7.4,91.6%,Advanced
0.38993882069429947,7.3,6.1,39.7%,Beginner
0.41052427962385873,1.9,1.7,83.8%,Beginner
0.29208860609217346,5.8,2.9,60.85%,Beginner
0.3602859121461965,4.1,1.2,76.15%,Beginner
0.2512457671506638,3.5,4.8,100%,Advanced
0.13998055215902086,2.6,7.4,55.0%,Beginner
0.1346572808197593,5.9,3.8,56.35%,Beginner
0.17933766269733598,7.3,1.4,60.85%,Beginner
0.12366624711330171,4.3,4.3,100%,Advanced
0.2334030501077949,6.3,3.6,55.449999999999996%,Beginner
0.20182054270916047,7.7,4.5,45.1%,Beginner
0.4452249012276692,3.6,6.7,53.65%,Beginner
0.10660726229984872,7.6,4.1,96.6%,Advanced
0.3093942761806701,7.1,2.7,55.9%,Beginner
0.2794604926018462,4.6,4.3,59.95%,Beginner
0.24377040551135437,1.3,4.6,73.45%,Beginner
0.2446358806246586,5.1,2.7,64.9%,Beginner
0.17849671934435282,8.9,4.6,93.0%,Advanced
0.29509343239765934,3.2,8.9,45.55%,Beginner
0.22666695099913692,3.6,4.2,100%,Advanced
0.4238209273166368,6.1,8.1,36.1%,Beginner
0.17480151170607713,4.2,3.9,100%,Advanced
0.16076243831448384,7.8,5.6,93.2%,Advanced
0.07914691468456886,2.4,2.5,100%,Advanced
0.3130481408520061,7.5,6.4,37.449999999999996%,Beginner
0.40287482742288655,5.3,7.2,43.75%,Beginner
0.447169988985603,6.4,2.8,58.6%,Beginner
0.24761826899753203,9.5,6.7,53.300000000000004%,Intermediate
0.2998864152516568,7.6,7.2,33.39999999999999%,Beginner
0.26606371808927604,8.0,2.5,52.75%,Beginner
0.2274447891913111,2.6,1.4,100%,Advanced
0.1647534997771863,5.4,7.6,41.5%,Beginner
0.20124425563743525,5.5,7.9,93.2%,Advanced
0.20632149193765661,3.4,2.3,100%,Advanced
0.1971056533645152,1.2,6.0,100%,Advanced
0.24043555382192253,4.8,3.4,63.1%,Beginner
0.1805951259690149,7.2,9.1,87.4%,Advanced
0.23031328141381097,5.7,4.6,99.4%,Advanced
0.10349173811066845,3.5,9.9,93.2%,Advanced
0.36825130346923024,7.7,8.7,26.200000000000003%,Beginner
0.18201898490307616,9.0,1.3,99.4%,Advanced
0.23216026942883364,6.0,8.3,35.64999999999999%,Beginner
0.28247460319130413,7.2,9.4,25.299999999999997%,Beginner
0.1352908935549002,4.8,5.2,55.0%,Beginner
0.07190642664242465,1.8,4.7,100%,Advanced
0.264618777482851,5.6,6.5,45.550000000000004%,Beginner
0.10482841710991693,2.1,8.7,98.4%,Advanced
0.2929750901186824,3.6,9.7,40.150000000000006%,Beginner
0.18787270868203743,2.0,6.2,100%,Advanced
0.19868185674132446,6.5,6.7,40.6%,Beginner
0.09113790565333503,3.7,1.7,100%,Advanced
0.07681191263561163,2.6,3.3,100%,Advanced
0.3934485299778091,9.9,2.3,45.1%,Beginner
0.28153765980068035,4.8,4.8,56.800000000000004%,Beginner
0.28210146030432437,5.8,3.2,59.5%,Beginner
0.24323298354094858,3.1,7.1,99.6%,Advanced
0.24588644909189566,5.1,5.0,54.550000000000004%,Beginner
0.09693918605048087,3.7,3.0,100%,Advanced
0.12170459539308073,7.1,8.9,88.0%,Advanced
0.14891144061435566,5.5,9.9,89.2%,Advanced
0.09185849779663623,3.4,2.2,74.8%,Beginner
0.08935318660193262,1.0,1.7,87.85%,Beginner
0.3327774024429989,2.2,7.8,75.0%,Intermediate
0.21062141494325606,3.8,1.6,100%,Advanced
0.26316021121351146,9.2,6.2,56.10000000000001%,Intermediate
0.24128077224474725,2.2,6.0,100%,Advanced
0.19749002433819046,1.1,7.4,61.75%,Beginner
0.12041282928606514,7.0,2.5,100%,Advanced
0.23908160577409185,1.2,2.2,84.7%,Beginner
0.21318967396237104,7.6,8.3,28.450000000000003%,Beginner
0.3002425910502392,4.1,4.2,62.65%,Beginner
0.30937345915748765,4.2,5.7,55.449999999999996%,Beginner
0.27646703719555554,6.8,2.9,56.35%,Beginner
0.08540033766385086,5.6,2.5,100%,Advanced
0.11833580676464088,8.4,7.7,87.8%,Advanced
0.3137606689183964,4.5,2.2,69.85%,Beginner
0.28982929984103883,1.7,3.9,74.8%,Beginner
0.14411058245709069,6.8,7.5,59.949999999999996%,Intermediate
0.14892082834858186,8.6,6.0,90.8%,Advanced
0.08934414562732931,4.7,6.5,97.6%,Advanced
0.18730316479673476,8.0,8.7,86.6%,Advanced
0.17070387407697468,9.4,8.2,84.8%,Advanced
0.35901564415210246,5.5,1.9,66.69999999999999%,Beginner
0.14189867997496539,5.2,6.2,97.2%,Advanced
0.2650539917608684,3.9,2.9,69.4%,Beginner
0.16579529527468773,9.0,9.6,16.299999999999997%,Beginner
0.25106945058491315,9.7,9.8,12.25%,Beginner
0.10104382979390554,8.5,2.6,97.8%,Advanced
0.13568505090742733,6.3,9.3,29.799999999999997%,Beginner
0.2516224643901037,8.6,8.5,85.8%,Advanced
0.2739544227651484,6.9,7.1,37.0%,Beginner
0.10052573327880232,6.6,3.0,100%,Advanced
0.4247231393231287,6.3,2.1,62.199999999999996%,Beginner
0.1428531826295049,1.9,6.4,100%,Advanced
0.3510555744312778,9.0,3.2,45.1%,Beginner
0.08264453241395821,6.1,7.5,92.8%,Advanced
0.16939380364810386,7.9,9.9,19.89999999999999%,Beginner
0.1148888708615789,9.9,2.9,42.4%,Beginner
0.1460664642498578,4.5,8.5,94.0%,Advanced
0.1404022230717357,8.4,4.2,65.89999999999999%,Intermediate
0.2500839105405075,4.9,8.1,94.0%,Advanced
0.16845868929763727,9.1,1.6,98.6%,Advanced
0.08066576716702854,2.7,8.2,98.2%,Advanced
0.19645048175296193,2.5,7.9,53.199999999999996%,Beginner
0.16230524598662335,2.4,9.1,97.0%,Advanced
0.19337957844591352,7.8,8.8,25.299999999999997%,Beginner
0.4420025500466627,8.5,7.2,29.35000000000001%,Beginner
0.3097596335702997,10.0,8.1,18.549999999999997%,Beginner
0.29665928874939557,6.4,5.9,44.65%,Beginner
0.20571772214214779,7.1,5.6,42.85%,Beginner
0.21108276420450237,9.1,4.2,93.4%,Advanced
0.3901970007781145,7.4,1.8,58.599999999999994%,Beginner
0.0654524988718922,4.2,3.2,100%,Advanced
0.24793565099574205,1.0,3.0,82.0%,Beginner
0.21746418538891,1.1,9.3,99.2%,Advanced
0.19837503066864154,5.2,9.6,90.4%,Advanced
0.4290928857798509,4.6,6.2,51.4%,Beginner
0.14170150375429547,2.2,7.8,55.0%,Beginner
0.3146915227267758,3.7,9.7,39.7%,Beginner
0.21972965803445743,5.4,9.9,89.4%,Advanced
0.4391056277447507,6.9,3.6,52.75%,Beginner
0.05236220081781477,5.5,9.5,90.0%,Advanced
0.14332354776829045,6.9,8.2,89.8%,Advanced
0.40623300589089134,5.4,5.5,50.949999999999996%,Beginner
0.10255907585711127,9.1,2.8,46.45%,Beginner
0.3453718995499677,1.6,4.3,73.45%,Beginner
0.18968625338146963,1.7,9.5,97.6%,Advanced
0.10610997479954894,2.7,7.5,99.6%,Advanced
0.20627394515096475,9.3,2.3,69.39999999999999%,Intermediate
0.09815048796465559,5.6,9.8,56.1%,Intermediate
0.26445842600884406,10.0,6.9,86.2%,Advanced
0.18502028148332597,1.8,8.0,75.69999999999999%,Intermediate
0.23786117739661605,8.8,4.4,63.8%,Intermediate
0.27354303870166086,2.4,9.2,47.800000000000004%,Beginner
0.18772368438462958,7.7,8.1,28.89999999999999%,Beginner
0.09665053244043928,3.3,9.7,64.5%,Intermediate
0.39071684082709035,3.8,7.4,49.6%,Beginner
0.2717664528585534,6.5,8.1,34.3%,Beginner
0.20011825617361625,6.6,8.1,33.85000000000001%,Beginner
0.2420980418065908,9.9,1.4,49.15%,Beginner
0.09845433646761319,6.2,4.9,97.8%,Advanced
0.09072027109257522,3.6,8.5,95.8%,Advanced
0.42911123278024865,6.5,6.8,40.15%,Beginner
0.07064047286800844,5.3,4.6,100%,Advanced
0.11202798855636384,3.7,5.7,100%,Advanced
0.404427516514006,3.9,5.7,56.800000000000004%,Beginner
0.29490618916389205,8.3,5.5,37.9%,Beginner
0.15429917500872534,4.6,5.9,52.75%,Beginner
0.2746104379717068,1.6,1.8,84.7%,Beginner
0.11266623065136608,4.6,10.0,90.8%,Advanced
0.131071209201196,5.9,1.5,66.69999999999999%,Beginner
0.24207802316423982,5.5,5.7,97.6%,Advanced
0.11321469859711898,1.6,3.9,100%,Advanced
0.11018076936168003,1.5,4.3,100%,Advanced
0.433389624666721,8.4,6.3,33.85000000000001%,Beginner
0.3596642865740913,9.6,3.8,39.7%,Beginner
0.16667173553829456,1.6,6.3,100%,Advanced
0.19942304274764164,2.7,4.7,100%,Advanced
0.0733637374077121,9.0,1.7,72.55000000000001%,Intermediate
0.24433552235998274,1.5,2.8,100%,Advanced
0.2124288589645451,5.1,7.6,42.85%,Beginner
0.18946375475376412,1.8,1.4,100%,Advanced
0.12688179664765564,6.9,9.6,87.0%,Advanced
0.36428156173855325,1.2,1.3,88.75%,Beginner
0.05861301254824217,9.6,7.6,85.6%,Advanced
0.12811964999122047,8.3,5.4,38.349999999999994%,Beginner
0.15064231589313118,6.1,4.4,52.75%,Beginner
0.12433923156433835,2.9,6.3,58.6%,Beginner
0.19988297697887875,7.7,3.0,51.85%,Beginner
0.21318963684991452,7.1,5.4,95.0%,Advanced
0.05364273212263357,9.0,7.7,86.6%,Advanced
0.3748734404057972,6.7,4.9,47.8%,Beginner
0.06227340553729216,9.7,4.1,92.4%,Advanced
0.23280756396553393,1.4,6.7,63.550000000000004%,Beginner
0.15015486295722516,7.3,7.5,90.4%,Advanced
0.1345921231304914,7.8,3.5,49.15%,Beginner
0.2612156612261647,1.4,8.2,56.800000000000004%,Beginner
0.1599434157398756,7.5,3.9,70.1%,Intermediate
0.051091396269301384,6.1,2.4,100%,Advanced
0.3016727448072999,3.4,3.6,68.5%,Beginner
0.39651645737346713,3.2,9.6,42.4%,Beginner
0.3793157791915078,1.0,2.4,84.7%,Beginner
0.10798922473814127,9.9,6.7,25.299999999999997%,Beginner
0.2375033990316044,5.1,10.0,89.8%,Advanced
0.2975201867486307,9.2,6.7,28.450000000000003%,Beginner
0.12114324657028377,9.2,6.9,87.8%,Advanced
0.0485977450603725,6.4,1.6,100%,Advanced
0.19907022724570642,3.8,5.3,100%,Advanced
0.18850339022464585,3.0,2.4,100%,Advanced
0.04556456948401932,9.4,3.7,93.8%,Advanced
0.3447179940323742,1.3,4.0,76.15%,Beginner
0.21318716799395132,2.6,1.0,100%,Advanced
0.10640564459058616,1.1,5.3,100%,Advanced
0.3861685941956152,4.9,5.4,53.65%,Beginner
0.09129407709663874,4.5,9.0,39.25%,Beginner
0.10114139075998659,1.3,1.2,88.75%,Beginner
0.23082541854776226,7.0,1.7,100%,Advanced
0.13253461735572508,6.2,6.4,43.3%,Beginner
0.15362625021163445,7.8,3.0,51.4%,Beginner
0.2597840354144591,8.9,1.2,54.550000000000004%,Beginner
0.27308533464007617,4.5,7.1,47.800000000000004%,Beginner
0.3501349377527217,6.8,7.1,37.45%,Beginner
0.4402101813048782,7.0,5.6,43.300000000000004%,Beginner
0.2522921605630856,1.6,9.3,50.949999999999996%,Beginner
0.17656975096591687,4.2,7.9,45.55%,Beginner
0.15742483881326708,7.0,4.5,97.0%,Advanced
0.4239362305938166,3.6,3.2,69.4%,Beginner
0.22291130851131677,3.0,2.2,100%,Advanced
0.32610219378257727,7.8,9.2,23.5%,Beginner
0.3307008282346834,5.9,5.9,46.9%,Beginner
0.20656257075583304,1.8,5.9,100%,Advanced
0.1955277832812879,9.9,7.1,23.5%,Beginner
0.10986944713333197,5.2,6.0,49.6%,Beginner
0.11667296737812495,2.9,2.6,100%,Advanced
0.11153837474745178,8.9,4.9,37.9%,Beginner
0.23083086334411912,8.5,1.8,53.65%,Beginner
0.13057004508848102,6.9,7.3,91.6%,Advanced
0.3344526622625422,5.5,7.6,41.050000000000004%,Beginner
0.1878924638250457,8.0,3.5,97.0%,Advanced
0.36051875325421934,6.9,8.4,31.14999999999999%,Beginner
0.3642011084327918,2.0,4.4,71.2%,Beginner
0.2652509732018686,2.5,8.7,49.6%,Beginner
0.08899053052815241,6.3,2.2,100%,Advanced
0.19823345738074147,1.1,9.6,98.6%,Advanced
0.28426673810838965,1.7,6.8,61.75%,Beginner
0.13505245425420048,1.9,7.3,100%,Advanced
0.13975225371151795,2.8,8.8,47.8%,Beginner
0.07766736393864732,8.5,9.9,83.2%,Advanced
0.14324065301332228,5.0,5.2,54.1%,Beginner
0.21632018075875203,5.4,9.5,90.2%,Advanced
0.38575010737336923,9.2,9.6,15.400000000000006%,Beginner
0.44952576215715045,3.2,9.1,44.65%,Beginner
0.3492491871915093,6.0,4.1,54.550000000000004%,Beginner
0.05322601443086867,6.1,5.1,97.6%,Advanced
0.21831445648061706,3.9,4.0,100%,Advanced
0.2920889456153832,3.8,4.5,62.65%,Beginner
0.24004771046089673,2.8,7.0,100%,Advanced
0.06883751132040275,1.2,5.6,100%,Advanced
0.3730155760678991,9.7,1.3,50.5%,Beginner
0.08881378572928064,3.8,2.5,100%,Advanced
0.1969329352662988,9.7,5.5,89.6%,Advanced
0.18070013903492857,1.1,8.4,100%,Advanced
0.08893299174322927,2.1,6.4,100%,Advanced
0.27849347372826233,6.0,5.7,47.35%,Beginner
0.15440661005774126,1.7,6.1,100%,Advanced
0.30403680466219407,8.5,9.4,47.35000000000001%,Intermediate
0.10264982962834976,5.2,9.2,59.60000000000001%,Intermediate
0.16924167673737345,4.6,7.4,96.0%,Advanced
0.43664883804393595,9.1,4.0,41.050000000000004%,Beginner
0.1746478032395506,2.6,4.9,100%,Advanced
0.33460765129467346,4.1,2.9,68.5%,Beginner
0.3128241413519846,1.5,4.9,71.2%,Beginner
0.2292198973330561,5.9,9.6,30.25%,Beginner
0.18391874430527702,4.3,6.0,99.4%,Advanced
0.06397601844439905,2.8,4.0,100%,Advanced
0.07720635662866027,9.4,1.8,70.8%,Intermediate
0.2617142926063152,1.5,1.2,100%,Advanced
0.41727027596071875,5.0,1.5,70.75%,Beginner
0.2636865582397464,8.4,8.4,24.39999999999999%,Beginner
0.07809675932562976,5.5,6.0,97.0%,Advanced
0.40116868684744067,8.7,8.0,24.85000000000001%,Beginner
0.1976913007446497,8.3,4.5,94.4%,Advanced
0.19739876295286718,2.9,9.6,66.25%,Intermediate
0.13730031542197937,5.9,6.8,42.85%,Beginner
0.15755668214184548,5.8,7.5,93.4%,Advanced
0.17355399417163853,6.9,8.7,88.8%,Advanced
0.10345781356136577,9.5,8.0,21.25%,Beginner
0.27169116942488375,8.5,6.1,34.3%,Beginner
0.152313909479466,7.1,6.2,93.4%,Advanced
0.18513353008566913,4.1,2.9,100%,Advanced
0.13640900741724374,3.7,2.2,73.45%,Beginner
0.13117731499938529,8.4,4.0,95.2%,Advanced
0.22919077602954777,5.2,6.5,69.05000000000001%,Intermediate
0.12585163756675705,9.5,7.7,85.6%,Advanced
0.1730331186912265,8.9,4.5,39.699999999999996%,Beginner
0.044566768029172026,2.3,1.8,100%,Advanced
0.23597674859759632,2.7,2.1,78.4%,Beginner
0.32421212427417795,5.7,9.2,32.95%,Beginner
0.23096933883050152,4.5,2.5,100%,Advanced
0.13026447465657473,4.1,2.8,68.95%,Beginner
0.1489056818188935,4.3,6.7,50.5%,Beginner
0.1602288119764411,6.7,1.5,100%,Advanced
0.12941852344751295,8.9,9.8,82.6%,Advanced
0.23834981328362156,2.6,4.7,67.15%,Beginner
0.33962127960380106,2.7,4.3,68.5%,Beginner
0.1273917647095614,2.6,3.8,71.2%,Beginner
0.05892608768268974,8.0,4.4,95.2%,Advanced
0.14867840081314512,7.0,3.9,98.2%,Advanced
0.173721830544463,1.5,7.2,100%,Advanced
0.11345735373532573,5.1,7.3,95.2%,Advanced
0.1435765121169791,4.8,7.2,96.0%,Advanced
0.40610959071472447,1.1,1.5,88.3%,Beginner
0.2982274391952614,5.4,5.9,49.15%,Beginner
0.16405826835263757,5.8,4.8,98.8%,Advanced
0.10267695630335583,4.1,9.6,92.6%,Advanced
0.3897847720306067,8.7,6.7,30.700000000000003%,Beginner
0.16514102124094646,3.3,5.5,100%,Advanced
0.186211329595232,2.2,4.8,100%,Advanced
0.16890149187437656,2.8,3.9,69.85%,Beginner
0.16378853711301897,9.0,8.4,85.2%,Advanced
0.15209502591354795,6.5,7.1,92.8%,Advanced
0.06375883093257809,1.2,9.0,99.6%,Advanced
0.17285460238242098,4.7,7.0,96.6%,Advanced
0.11902565803548619,9.9,4.8,90.6%,Advanced
0.20265931643762827,4.8,7.9,94.6%,Advanced
0.4172455844847919,8.9,1.6,52.75%,Beginner
0.2571645450370391,4.7,5.4,54.55%,Beginner
0.23836152166759403,9.5,7.7,22.60000000000001%,Beginner
0.4138192424254245,9.8,7.5,22.14999999999999%,Beginner
0.04899774313264802,5.8,5.4,97.6%,Advanced
0.454925895825483,7.2,1.5,60.85%,Beginner
0.432268744449839,2.8,6.7,57.25%,Beginner
0.13582187706132678,8.6,4.1,94.6%,Advanced
0.18430740944146803,7.4,3.5,50.949999999999996%,Beginner
0.16468774785356433,3.5,1.7,100%,Advanced
0.10461934479831589,6.4,5.8,95.6%,Advanced
0.06611941015732754,6.9,5.7,94.8%,Advanced
0.22460706456192434,3.7,6.3,100%,Advanced
0.07523365206957018,6.3,5.2,69.75%,Intermediate
0.1507884702341723,5.5,4.1,100%,Advanced
0.15399910705619896,5.7,7.4,41.05%,Beginner
0.054177782871454305,7.8,8.8,86.8%,Advanced
0.13814454172731633,8.7,7.1,88.4%,Advanced
0.14020615163021427,7.5,5.6,93.8%,Advanced
0.2502312633554466,6.8,8.2,90.0%,Advanced
0.17633712040466337,3.7,8.5,45.1%,Beginner
0.14999317829304504,8.2,4.0,95.6%,Advanced
0.07818542458393388,5.2,6.2,97.2%,Advanced
0.2509323284956803,9.6,2.5,95.8%,Advanced
0.14289724725003405,4.1,3.7,100%,Advanced
0.07391392301461194,8.0,3.8,68.69999999999999%,Intermediate
0.1313409562217539,3.4,7.3,51.85%,Beginner
0.20649451993125925,9.8,2.8,94.8%,Advanced
0.16697512111795632,3.0,6.4,57.699999999999996%,Beginner
0.32767604323775246,2.8,7.5,53.65%,Beginner
0.237250743237106,7.8,4.5,44.65%,Beginner
0.3223892842755169,2.4,6.5,59.949999999999996%,Beginner
0.14325795643811043,6.5,9.6,27.549999999999997%,Beginner
0.15414742336571358,1.3,2.3,83.8%,Beginner
0.17704642279996943,8.3,4.5,94.4%,Advanced
0.38538845463708715,6.8,2.9,56.35%,Beginner
0.13491204321987046,1.1,9.8,50.949999999999996%,Beginner
0.14435004497304216,5.9,8.3,91.6%,Advanced
0.19334648963739065,2.9,9.8,94.6%,Advanced
0.18287677416731535,2.8,2.8,100%,Advanced
0.11435662834502727,8.7,5.3,92.0%,Advanced
0.22908856641425152,6.9,9.7,25.299999999999997%,Beginner
0.24732487831210495,3.3,1.5,78.4%,Beginner
0.09577297472136499,1.9,4.3,100%,Advanced
0.43472015261012426,6.7,9.8,25.75%,Beginner
0.06381214063795386,3.5,8.2,96.6%,Advanced
0.19406983568621172,2.0,7.2,100%,Advanced
0.16186158500157322,7.1,7.7,90.4%,Advanced
0.2690817029112137,5.2,5.3,52.75%,Beginner
0.25832733863522045,3.5,1.1,79.3%,Beginner
0.13079951558086436,3.4,1.6,100%,Advanced
0.2044568659164975,6.3,4.3,52.300000000000004%,Beginner
0.44272762445179603,9.9,5.0,32.95%,Beginner
0.31844400256324895,8.9,6.0,32.95%,Beginner
0.09175576215258203,7.2,2.3,100%,Advanced
0.3782820188349347,1.8,1.5,85.15%,Beginner
0.21133101585471326,6.0,7.2,93.6%,Advanced
0.3045649385211967,1.5,2.5,82.0%,Beginner
0.23000377214413717,4.6,9.2,37.900000000000006%,Beginner
0.23064774274003963,8.1,4.3,95.2%,Advanced
0.24114928148206285,5.5,4.5,55.0%,Beginner
0.13131236834858934,9.1,3.3,95.2%,Advanced
0.14949124783790868,5.0,7.3,44.65%,Beginner
0.24722558162224206,9.0,3.5,43.75%,Beginner
0.21851239209943957,1.0,6.0,85.5%,Intermediate
0.23698981633519545,7.1,8.5,29.799999999999997%,Beginner
0.06156950662379792,2.6,1.7,100%,Advanced
0.30797853877482345,7.3,5.4,42.85%,Beginner
0.16426290452723394,4.0,8.5,43.75%,Beginner
0.1613088221880391,8.9,1.3,99.6%,Advanced
0.1124212999057508,6.3,1.7,100%,Advanced
0.17549834437327647,8.3,8.2,25.75%,Beginner
0.0753637366501875,3.5,8.2,96.6%,Advanced
0.3348894069577332,6.0,3.1,78.15%,Intermediate
0.09199734987936231,6.5,2.5,100%,Advanced
0.07090183178710523,8.9,6.7,88.8%,Advanced
0.45878446295615344,5.3,2.3,65.80000000000001%,Beginner
0.11390338512268164,2.8,8.4,49.6%,Beginner
0.21585426754733525,6.6,3.1,100%,Advanced
0.12057793340412636,5.9,8.4,35.64999999999999%,Beginner
0.18820278410802432,6.6,9.8,26.200000000000003%,Beginner
0.15997670618816714,4.6,6.4,98.0%,Advanced
0.20814552005427098,9.3,3.3,94.8%,Advanced
0.25308895378649054,8.8,4.4,40.599999999999994%,Beginner
0.10793300663556946,6.7,2.4,59.050000000000004%,Beginner
0.08468680567140634,1.4,9.6,98.0%,Advanced
0.16620300736550392,8.5,1.5,100%,Advanced
0.17381659006500694,4.9,6.8,96.6%,Advanced
0.07944474723273141,6.9,9.0,28.450000000000003%,Beginner
0.14080336850046804,1.3,7.4,60.849999999999994%,Beginner
0.19782290532512753,6.7,9.6,87.4%,Advanced
0.28548092654848034,6.6,7.9,34.75%,Beginner
0.05290512976225491,3.2,7.3,99.0%,Advanced
0.359317666372718,6.0,9.7,29.35000000000001%,Beginner
0.10124476454356157,2.2,5.6,64.9%,Beginner
0.23303348678880048,4.2,2.7,100%,Advanced
0.2715611405460804,1.3,5.1,87.6%,Intermediate
0.24906643553167437,7.2,5.4,94.8%,Advanced
0.32560587104479505,9.8,6.5,52.949999999999996%,Intermediate
0.35729813602252447,1.5,6.2,65.35%,Beginner
0.3124060020960366,3.2,1.4,79.3%,Beginner
0.20745735211311406,6.1,2.3,100%,Advanced
0.1888808787911298,1.6,8.4,55.0%,Beginner
0.10596976863971085,4.6,8.9,93.0%,Advanced
0.11222922903037057,8.9,2.2,50.05%,Beginner
0.09610014361604885,9.9,3.9,92.4%,Advanced
0.19706871730118986,7.4,5.0,95.2%,Advanced
0.11415018015876273,4.6,8.5,93.8%,Advanced
0.06993153574265505,4.1,6.4,99.0%,Advanced
0.2788286949221093,4.9,2.6,83.75%,Intermediate
0.11500724614108329,5.4,10.0,89.2%,Advanced
0.34909667642590947,2.0,4.5,70.75%,Beginner
0.1753588688788465,3.5,2.0,100%,Advanced
0.17891152804026908,6.4,6.7,93.8%,Advanced
0.284013585830519,2.8,5.2,64.0%,Beginner
0.11432326289521746,1.8,7.4,100%,Advanced
0.2720923490989524,8.8,5.5,35.64999999999999%,Beginner
0.25926702633101156,2.1,8.9,50.5%,Beginner
0.3460249418792719,9.9,4.4,35.64999999999999%,Beginner
0.3954038938730675,6.3,6.0,44.65%,Beginner
0.18284394779842175,2.9,6.8,56.35%,Beginner
0.24125263202344455,3.7,5.6,58.15%,Beginner
0.14546940504292385,2.5,9.8,44.65%,Beginner
0.20458716172188626,2.5,1.0,100%,Advanced
0.23834377141519208,2.4,7.3,100%,Advanced
0.41743517726283297,7.4,5.3,42.85%,Beginner
0.2454999630130517,2.7,1.3,82.0%,Beginner
0.2488359310406261,8.2,7.8,88.0%,Advanced
0.15902578054435454,4.1,4.8,59.95%,Beginner
0.18068593063970145,5.0,2.2,100%,Advanced
0.07694336969187329,3.7,9.3,94.0%,Advanced
0.06672161346922359,4.7,2.4,100%,Advanced
0.3822947547839608,5.5,7.0,43.75%,Beginner
0.20294173849954528,4.8,2.5,100%,Advanced
